HeadLine,day,Dates
Nifty likely to open flat to negative: ICICIdirect,Tuesday,9/2/2014
Nifty may find support at 7980-8005: Way2Wealth,Tuesday,9/2/2014
Support for Nifty at 8000-7970: SMC Global,Tuesday,9/2/2014
Market likely to be driven by domestic cues in trade today,Tuesday,9/2/2014
"Sensex ends 229 pts up, Nifty scales 8000; banks, oil rock",Monday,9/1/2014
"Nifty ends above 8000 for first time, Sensex at new high",Monday,9/1/2014
"Sensex, Nifty flex muscles; banks rally, FMCG stocks sulk",Monday,9/1/2014
"Sensex, Nifty on strong footing; Hero Motocorp, L&T rally",Monday,9/1/2014
Nifty starts Sept series at record high; Maruti up 3%,Monday,9/1/2014
"Sensex, Nifty at new high; BSE Midcap, Smallcap outperform",Monday,9/1/2014
"Record high! Nifty hits 8000, Sensex zooms over 150 pts",Monday,9/1/2014
Market to open on flat note: Ventura Securities,Monday,9/1/2014
Resistance for Nifty at 7970-8000: SMC Global,Monday,9/1/2014
See gap up opening: ICICIdirect,Monday,9/1/2014
Ganeshaspeaks: Market prediction for September 01,Monday,9/1/2014
Market cues to give you a head start on Monday,Monday,9/1/2014
Emkay freak trade: SAT order may force margin rules review,Saturday,8/30/2014
What went wrong for NSE at SAT in Emkay case?,Thursday,8/28/2014
Weekly wrap: Market on backfoot; defensives gain,Thursday,8/28/2014
Record closing high: Nifty ends August series above 7950,Thursday,8/28/2014
Govt notifies Act to empower Sebi with extra powers,Thursday,8/28/2014
Nifty ends August series above 7950; BHEL tops buy list,Thursday,8/28/2014
"Sensex, Nifty steady; PSU banks under pressure, BPCL up 2%",Thursday,8/28/2014
"Sensex, Nifty remain in positive terrain; SBI, Infosys slip",Thursday,8/28/2014
"Nifty holds 7950; DLF slips further, rail stocks in demand",Thursday,8/28/2014
Market to remain bullish into year-end: CK Narayan,Thursday,8/28/2014
"Sensex at record high; ICICI, Tata Motors, L&T lead gainers",Thursday,8/28/2014
Nifty may open gap up: Swastika Investmart,Thursday,8/28/2014
"Sensex extends gains, Nifty reclaims 7950 on F&O expiry day",Thursday,8/28/2014
Market to open higher: Ventura Securities,Thursday,8/28/2014
Resistance for Nifty at 7970-8000: SMC Global,Thursday,8/28/2014
Ganeshaspeaks: Market prediction for August 28,Thursday,8/28/2014
See positive opening: Maximus Securities,Thursday,8/28/2014
Nifty may open flat on expiry day; global cues unchanged,Thursday,8/28/2014
"Sensex closes 117 pts higher; ONGC, ICICI Bank lead",Wednesday,8/27/2014
Sensex maintains positive momentum ahead of cabinet meeting,Wednesday,8/27/2014
"Sensex holds early gains; NTPC, BHEL, Sesa under pressure",Wednesday,8/27/2014
"Sensex, Nifty steady; HCL Tech up 3%, defense stocks spike",Wednesday,8/27/2014
"Sensex, Nifty, broader markets firm; Tata Motors, SBI rally",Wednesday,8/27/2014
Nifty to trade between 7860-8000: Magnum Research,Wednesday,8/27/2014
"Sensex gains 100 pts, Nifty eyes 7950; ICICI, ONGC lead",Wednesday,8/27/2014
Nifty may gain at opening: Maximus Securities,Wednesday,8/27/2014
Market to open on positive note: Ventura Securities,Wednesday,8/27/2014
Ganeshaspeaks: Market prediction for August 27,Wednesday,8/27/2014
Resistance for Nifty at 7950-7970: SMC Global,Wednesday,8/27/2014
See positive opening: ICICIdirect,Wednesday,8/27/2014
Pre-mkt: US mkts hit fresh highs; Nifty may open in green,Wednesday,8/27/2014
"Sensex, Nifty close flat; metals rebound, banks cut losses",Tuesday,8/26/2014
"Nifty struggles at 7900; JSPL, Tata Steel most active",Tuesday,8/26/2014
"Sensex, Nifty weak; ONGC falls 3%, Hindalco rebounds",Tuesday,8/26/2014
"Sensex, Nifty flat; PFC, REC, SBI, Tata Power nosedive",Tuesday,8/26/2014
Nifty may trade between 7860-7940: Indira Securities,Tuesday,8/26/2014
"Sensex, Nifty consolidate; Sun Pharma, Tata Steel rally",Tuesday,8/26/2014
"Nifty slips below 7900; Tata Power, JSPL tank further",Tuesday,8/26/2014
Market to open flat: Ventura Securities,Tuesday,8/26/2014
See flat opening: Maximus Securities,Tuesday,8/26/2014
Ganeshaspeaks: Market prediction for August 26,Tuesday,8/26/2014
Support for Nifty at 7880-7850: SMC Global,Tuesday,8/26/2014
"Nifty likely to open flat with negative bias, Asia mixed",Tuesday,8/26/2014
Late trade sell-off: Nifty flat; Metals down 4% on SC order,Monday,8/25/2014
"Sensex, Nifty close flat; metals, banks fall; IT, FMCG gain",Monday,8/25/2014
"Sensex, Nifty maintain strong momentum; JSPL slips 3%",Monday,8/25/2014
"Sensex surges 200 pts; SBI, Arvind most active shares",Monday,8/25/2014
"Nifty hits 7950, Sensex strong; Hindalco, Tata Steel down",Monday,8/25/2014
"Above 7925, Nifty may test 8029-8142: Arihant Capital",Monday,8/25/2014
"Sensex at record high; HDFC, TCS lead; metals lose shine",Monday,8/25/2014
"Nifty at record high, Sensex up 100 pts; Maruti top gainer",Monday,8/25/2014
Resistance for Nifty at 8000: Dolat Capital,Monday,8/25/2014
Nifty may fall at opening: Maximus Securities,Monday,8/25/2014
Nifty likely to open flat to negative: ICICIdirect,Monday,8/25/2014
Support for Nifty at 7880-7850: SMC Global,Monday,8/25/2014
Ganeshaspeaks: Market prediction for August 25,Monday,8/25/2014
Global cues mixed; Nifty may open in red today,Monday,8/25/2014
Weekly wrap: Bank stocks boost benchmarks; broader markets rally 4%,Friday,8/22/2014
"Nifty closes above 7900 for 1st time; HDFC Bank, SBI lead",Friday,8/22/2014
"Record high: Nifty ends above 7900, banks soar, IT rallies",Friday,8/22/2014
"Sensex, Nifty turn choppy; IT surges, HDFC & DRL weak",Friday,8/22/2014
"Sensex, Nifty hold early gains; sugar stocks rally 4-6%",Friday,8/22/2014
"Sensex, Nifty flex muscles with gains; SBI, Hindalco up 3%",Friday,8/22/2014
"Nifty, Bank index hit record high; United Spirits falls 4%",Friday,8/22/2014
Nifty likely to test 7950-8000: Arihant Capital,Friday,8/22/2014
Nifty likely to trade between 7930-7850: Indira Securities,Friday,8/22/2014
Ganeshaspeaks: Market prediction for August 22,Friday,8/22/2014
See firm opening: Maximus Securities,Friday,8/22/2014
"Nifty reclaims 7900, Sensex gains; banks up, metals recover",Friday,8/22/2014
Resistance for Nifty at 7930-7950: SMC Global,Friday,8/22/2014
Nifty likely to open flat: ICICIdirect,Friday,8/22/2014
Global cues robust; Nifty may open trade on positive note,Friday,8/22/2014
Choppy Sensex closes marginally higher; PSU banks on fire,Thursday,8/21/2014
"Sensex, Nifty close flat; auto & banks zoom, metals melt",Thursday,8/21/2014
"Sensex, Nifty limp a bit; metals melt, Bajaj Auto gains 2%",Thursday,8/21/2014
"Sensex volatile, midcap outperforms; Bank Nifty rises 1%",Thursday,8/21/2014
"Sensex, Nifty pick up pace; SBI, Bajaj Auto, GAIL gainers",Thursday,8/21/2014
"Nifty hits 7900, Sensex up 100 pts; banks, oil & gas gain",Thursday,8/21/2014
Support for Nifty at 7840-7780: Arihant Capital,Thursday,8/21/2014
"Sensex, Nifty open flat; TCS & ITC up, steel under pressure",Thursday,8/21/2014
"Market may open flat, trade in narrow range: Ventura",Thursday,8/21/2014
Ganeshaspeaks: Market prediction for August 21,Thursday,8/21/2014
Market may remain flat at opening: SMC Global Securities,Thursday,8/21/2014
Nifty could gain at opening bell: Maximus Securities,Thursday,8/21/2014
See some consolidation in Nifty: Mohit Gaba,Thursday,8/21/2014
Nifty may open flat: ICICIdirect,Thursday,8/21/2014
Nifty likely to open flat; investors await FOMC minutes,Thursday,8/21/2014
"Sensex, Nifty end down on profit booking; Reliance falls 1%",Wednesday,8/20/2014
Should you get excited about India Inc's Q1 performance?,Wednesday,8/20/2014
Profit booking drags Sensex & Nifty; small & midcaps rally,Wednesday,8/20/2014
Sensex consolidates; pharma surges; FMCG & autos decline,Wednesday,8/20/2014
Expect profit booking in Nifty: Astromoneyguru,Wednesday,8/20/2014
"Sensex, Nifty take breather; ONGC, SBI, M&M laggards",Wednesday,8/20/2014
"Nifty struggles at 7900; Sun Pharma, Dr Reddy's Labs rally",Wednesday,8/20/2014
India goes from fragile to fabulous,Wednesday,8/20/2014
"Above 7920, Nifty may test 7945-8000: Arihant Capital",Wednesday,8/20/2014
"Sensex, Nifty flat; HDFC Bank, Bharti Airtel top gainers",Wednesday,8/20/2014
Support for Nifty seen at 7850-7820: SMC Global Securities,Wednesday,8/20/2014
Nifty could fall at opening bell: Maximus Securities,Wednesday,8/20/2014
Market may open on flat note: Ventura Securities,Wednesday,8/20/2014
Ganeshaspeaks: Market prediction for August 20,Wednesday,8/20/2014
See correction in coming sessions: Mohit Gaba,Wednesday,8/20/2014
HSBC says time not ripe for overweight on Dalal Street,Wednesday,8/20/2014
Nifty may open flat: ICICIdirect,Wednesday,8/20/2014
Global cues positive; Nifty likely to take a breather today,Wednesday,8/20/2014
"Sensex, Nifty at record closing high; HDFC twins, TCS fall",Tuesday,8/19/2014
"Sensex, Nifty consolidate; HDFC, HUL, TCS weak",Tuesday,8/19/2014
"Sensex firm, midcap shines; ICICI Bank, L&T most active",Tuesday,8/19/2014
"Nifty hovers around 7900; infra, metal, auto stocks rally",Tuesday,8/19/2014
Nifty may touch 7800-7850: Mohit Gaba,Wednesday,8/13/2014
See upside in Nifty: Mohit Gaba,Tuesday,8/12/2014
Nifty may inch towards 7850: Mohit Gaba,Wednesday,8/6/2014
Nifty may remain choppy: Mohit Gaba,Tuesday,8/5/2014
"Market may remain choppy, says Mohit Gaba",Friday,8/1/2014
Nifty can move towards 7850: Mohit Gaba,Thursday,7/31/2014
See sideways movement in Nifty: Mohit Gaba,Tuesday,7/29/2014
"See correction in Nifty, says Mohit Gaba",Monday,7/28/2014
Nifty may test new high: Mohit Gaba,Thursday,7/24/2014
"Above 7749, Nifty may rally to 7793-7818: Angel Broking",Wednesday,7/23/2014
Nifty may cross all time high: Mohit Gaba,Wednesday,7/23/2014
Expect further upmove in Nifty: Mohit Gaba,Monday,7/21/2014
See further upside in Nifty: Mohit Gaba,Thursday,7/17/2014
"See upside in Nifty, says Mohit Gaba",Wednesday,7/16/2014
Nifty may fall towards 7250: Mohit Gaba,Tuesday,7/15/2014
Nifty may slip to 7250: Mohit Gaba,Monday,7/14/2014
Nifty may slip to 7500-7480: Mohit Gaba,Friday,7/11/2014
Nifty may fall towards 7480-7500: Mohit Gaba,Wednesday,7/9/2014
Nifty may rally towards 7850-7880: Angel Broking,Tuesday,7/8/2014
"Bullish bias continues, see upside in Nifty: Mohit Gaba",Tuesday,7/8/2014
"See upside in Nifty, says Mohit Gaba",Monday,7/7/2014
"Bullish bias continues, see upside: Mohit Gaba",Friday,7/4/2014
Support for Nifty at 7677: Angel Broking,Thursday,7/3/2014
"Stay long, Nifty may go above 7700: Mohit Gaba",Wednesday,7/2/2014
Nifty may go above 7700: Mohit Gaba,Tuesday,7/1/2014
Nifty may dip to 7400-7350: Mohit Gaba,Saturday,6/28/2014
Nifty may test 7400-7440: Angel Broking,Friday,6/27/2014
"See correction in Nifty, says Mohit Gaba",Friday,6/27/2014
Resistance for Nifty at 7620-7663: Angel Broking,Thursday,6/26/2014
Keep stoploss at 7515 for longs: Mohit Gaba,Thursday,6/26/2014
Nifty may touch 7350: Mohit Gaba,Tuesday,6/24/2014
Nifty may fall to 7400-7350: Mohit Gaba,Monday,6/23/2014
Nifty may test 7400: Mohit Gaba,Friday,6/20/2014
Go long on Nifty with stoploss at 7510: Mohit Gaba,Wednesday,6/18/2014
Nifty may slip to 7350-7400: Mohit Gaba,Monday,6/16/2014
Consolidation may continue: Mohit Gaba,Friday,6/13/2014
Nifty's 7500 to act as crucial level: Mohit Gaba,Thursday,6/12/2014
Nifty may be volatile with downward bias: Mohit Gaba,Wednesday,6/11/2014
Nifty may touch 7700-7750: Mohit Gaba,Tuesday,6/10/2014
"Hold longs in Nifty, stoploss at 7340: Mohit Gaba",Thursday,6/5/2014
Nifty still in uptrend; trade long: Mohit Gaba,Wednesday,6/4/2014
"Nifty may go up further, buy on dips: Mohit Gaba",Tuesday,6/3/2014
Nifty may fall to 7100-7050: Mohit Gaba,Monday,6/2/2014
Nifty may fall to 7050-7100: Mohit Gaba,Friday,5/30/2014
Expect volatility in Nifty on upside: Mohit Gaba,Thursday,5/29/2014
Expect choppy trade in Nifty: Mohit Gaba,Wednesday,5/28/2014
Nifty to correct over next few days: Mohit Gaba,Tuesday,5/27/2014
Stoploss for long positions at 7290: Mohit Gaba,Monday,5/26/2014
Nifty to be rangebound between 7190-7350: Gaba,Friday,5/23/2014
Consolidation may continue for next few sessions: Gaba,Thursday,5/22/2014
Good trailing stoploss for Nifty at 7190: Mohit Gaba,Tuesday,5/20/2014
Expect consolidation for next few days: Mohit Gaba,Monday,5/19/2014
See upmove in Nifty: Mohit Gaba,Wednesday,5/14/2014
Nifty may test 7050-7075: Mohit Gaba,Tuesday,5/13/2014
Expect volatile week: Mohit Gaba,Monday,5/12/2014
See down move in Nifty: Mohit Gaba,Friday,5/9/2014
See downside in Nifty: Mohit Gaba,Thursday,5/8/2014
Expect slight upmove: Mohit Gaba,Wednesday,5/7/2014
"Expect choppy market, says Mohit Gaba",Tuesday,5/6/2014
Expect choppy market: Mohit Gaba,Monday,5/5/2014
Market to remain choppy: Mohit Gaba,Friday,5/2/2014
Expect further correction: Mohit Gaba,Wednesday,4/30/2014
"See further correction, says Mohit Gaba",Tuesday,4/29/2014
Nifty may correct towards 6650: Mohit Gaba,Monday,4/28/2014
Stock specific action may edge Nifty higher: Mohit Gaba,Wednesday,4/23/2014
Upmove may continue; see stock specific action: Mohit Gaba,Tuesday,4/22/2014
See Nifty at new high: Mohit Gaba,Monday,4/21/2014
Support for Nifty at 6550-6650: Mohit Gaba,Thursday,4/17/2014
Consolidation may continue: Mohit Gaba,Wednesday,4/16/2014
See consolidation: Mohit Gaba,Tuesday,4/15/2014
"Nifty may move to 7000, says Mohit Gaba",Thursday,4/10/2014
"Index sees consolidation, bias remains positive: Gaba",Wednesday,4/9/2014
Expect more consolidation in Nifty: Mohit Gaba,Monday,4/7/2014
"Hold long positions, says Mohit Gaba",Thursday,4/3/2014
Hold long positions with stoploss at 6660: Mohit Gaba,Wednesday,4/2/2014
"Stay cautious, market may consolidate: Mohit Gaba",Tuesday,4/1/2014
Keep stoploss at 6600 for all long positions: Mohit Gaba,Monday,3/31/2014
"Nifty may correct, says Mohit Gaba",Thursday,3/27/2014
Hold long position in Nifty: Mohit Gaba,Wednesday,3/26/2014
"Rupee at 7-month high, Nifty holds 6550; Wipro, Bharti drag",Tuesday,3/25/2014
Nifty may touch 6650: Mohit Gaba,Tuesday,3/25/2014
"Stay cautious, Nifty may correct: Mohit Gaba",Monday,3/24/2014
Be patient till next big upmove in Nifty: Gaba,Thursday,3/20/2014
Nifty may trade between 6450-6560: Magnum Equity Broking,Tuesday,3/18/2014
Ganeshaspeaks: Market prediction for March 18,Tuesday,3/18/2014
"Sensex up over 100 pts; Maruti soars 7%, FT gains 3%",Tuesday,3/18/2014
Nifty may open gap up: ICICIdirect.com,Tuesday,3/18/2014
See positive opening: Ventura Securities,Tuesday,3/18/2014
"See upside in Nifty, says Mohit Gaba",Tuesday,3/18/2014
"Weekly wrap: Sensex snaps 4-week gains post record high; metals, IT drag",Friday,3/14/2014
Late recovery helps Nifty reclaim 6500; capital goods leads,Friday,3/14/2014
Nifty ends above 6500 after tough tussle; MCX slumps 4%,Friday,3/14/2014
"Sensex, Nifty slide on global cues; MCX-SX chairman quits",Friday,3/14/2014
Feb WPI inflation eases to 9-month low; Sensex extends fall,Friday,3/14/2014
"Nifty struggles below 6450, Sensex weak; AstraZeneca up 9%",Friday,3/14/2014
Nifty may trade between 6440-6550: Magnum Equity Broking,Friday,3/14/2014
"Above 6430, Nifty may test 6520-6535: Aditya Birla Money",Friday,3/14/2014
"Sensex loses over 50 pts; MCX tanks 17%, banks weak",Friday,3/14/2014
Nifty may open gap down: ICICIdirect.com,Friday,3/14/2014
See negative opening: Ventura Securities,Friday,3/14/2014
Support for Nifty at 6465: GEPL Capital,Friday,3/14/2014
"Late sell-off drags Nifty below 6500; Infy, Sun Pharma tank",Thursday,3/13/2014
"Infy loses 8%, Sun Pharma falls 5%; Nifty ends below 6500",Thursday,3/13/2014
"ONGC, Reliance, HDFC Bank gainers; Nifty firm above 6500",Thursday,3/13/2014
Sensex up over 60 pts; China industrial output at 5-yr low,Thursday,3/13/2014
"IT stocks bleed, Bank Nifty up 2%; Sensex gains over 50 pts",Thursday,3/13/2014
Nifty may trade range-bound between 6480-6570: Magnum,Thursday,3/13/2014
Nifty may test 6600: Mohit Gaba,Thursday,3/13/2014
"Reliance, SBI, ICICI lead gainers; Sensex up over 100 pts",Thursday,3/13/2014
"Infosys tanks 9%, Sun Pharma falls 5%; Sensex, Nifty flat",Thursday,3/13/2014
Nifty may open flat: ICICIdirect.com,Thursday,3/13/2014
"Sensex closes flat; Sun Pharma up 4%, Tata Motors down 2%",Wednesday,3/12/2014
Sun Pharma up 4%; Nifty ends above 6500 ahead of IIP data,Wednesday,3/12/2014
"Tata Motors, BHEL, ONGC fall 2%; Nifty, Sensex choppy",Wednesday,3/12/2014
"Maruti rebounds, capital goods weak; Sensex & Nifty choppy",Wednesday,3/12/2014
"Sensex, Nifty firm ahead of IIP data; ITC up 3%, SBI weak",Wednesday,3/12/2014
"Nifty holds 6500; ITC, ICICI Bank, HDFC twins support",Wednesday,3/12/2014
Nifty may trade between 6450-6560: Magnum Equity Broking,Wednesday,3/12/2014
"BSE Sensex, Nifty flat; Maruti falls 3%, Bharti gains 1%",Wednesday,3/12/2014
See negative opening: Ventura Securities,Wednesday,3/12/2014
Nifty may open gap down: ICICIdirect.com,Wednesday,3/12/2014
Nifty may correct to 6400: Mohit Gaba,Wednesday,3/12/2014
10 things you should know before the opening bell,Wednesday,3/12/2014
"Sensex snaps 5-day gains, falls 108 pts; BSE Metal down 3%",Tuesday,3/11/2014
"Sensex loses 108 pts; Tata Power up 4%, metals melt",Tuesday,3/11/2014
"Tata stocks in focus, rupee at 7-month high; Nifty choppy",Tuesday,3/11/2014
Will Indian equities run out of luck soon? Elara thinks yes,Tuesday,3/11/2014
Feb trade deficit narrows; Nifty holds 6500 amid pressure,Tuesday,3/11/2014
"Wipro & TCS up, Tata Steel falls 4%; Nifty, Sensex flat",Tuesday,3/11/2014
Sensex hovers around 22000; metals stocks lose shine,Tuesday,3/11/2014
Support for Nifty at around 6400: Way2Wealth.com,Tuesday,3/11/2014
"BSE Sensex, Nifty flat; Tata Power up 3%, Infosys weak",Tuesday,3/11/2014
See flat to negative opening: Ventura Securities,Tuesday,3/11/2014
Resistance for Nifty at 6600: Sharekhan,Tuesday,3/11/2014
Nifty may open flat: ICICIdirect.com,Tuesday,3/11/2014
"Nifty ends above 6500; Maruti, M&M, SBI gain & TCS falls 4%",Monday,3/10/2014
"Nifty ends at 6537; metals, IT, pharma crack & banks lead",Monday,3/10/2014
"IT weak, Sun Pharma falls 2%; Sensex, Nifty consolidate",Monday,3/10/2014
"Nifty takes a breather; banks, capital goods, realty surge",Monday,3/10/2014
"SBI up 3%, Tata Motors falls 2%; Nifty slips into red",Monday,3/10/2014
"Reliance, BHEL, Bharti gain 3%; Sensex, Nifty strong",Monday,3/10/2014
Nifty may trade range-bound between 6470-6580: Magnum,Monday,3/10/2014
"BSE Sensex hits 22000, Nifty holds 6500; HDFC Bank up 3%",Monday,3/10/2014
Nifty may open gap down: ICICIdirect,Monday,3/10/2014
Pre-market buzz: Global cues that will affect Nifty today,Monday,3/10/2014
Stocks that still are a cause of heartburn to investors,Friday,3/7/2014
Weekly wrap: Pre-election rally drives Sensex near 22000; banks lead,Friday,3/7/2014
"Sensex sets another record closing high, Nifty above 6500",Friday,3/7/2014
"Nifty at new high; FIIs binge, operators sit out patiently",Friday,3/7/2014
"Live Market Updates: Sensex, Nifty at fresh life high; Realty, Bankex gain 5%",Friday,3/7/2014
"Live Market Updates: Nifty around 6500; rupee at 12-week high, Wipro slumps 4%",Friday,3/7/2014
"Live Market Updates: Sensex up over 300 pts; SBI, Reliance, Axis, L&T soar 5-6%",Friday,3/7/2014
"Live Market Updates: Nifty hits 6500, Sensex surges over 300 pts; ICICI up 8%",Friday,3/7/2014
"TCS, Infosys lose 3% as rupee climbs; Sensex, Nifty surge",Friday,3/7/2014
Nifty may trade between 6400-6500: Magnum Equity Broking,Friday,3/7/2014
See positive opening: Ventura Securities,Friday,3/7/2014
Nifty may open gap up: ICICIdirect.com,Friday,3/7/2014
"Remain bullish, Nifty may add another 300-400 pts: Gaba",Friday,3/7/2014
Global cues positive; will Nifty see record high today?,Friday,3/7/2014
"Sensex, Nifty at highest closing levels; CAD lifts rupee",Thursday,3/6/2014
"Nifty, Sensex end at record closing high; pharma drags",Thursday,3/6/2014
"Sensex hits life high, up over 200 pts; bank, metal on fire",Thursday,3/6/2014
"Sensex, Nifty rally on positive CAD data; ITC, TCS weak",Thursday,3/6/2014
"Rupee hits 2.5-month high, Sensex rises 100 pts; FMCG slips",Thursday,3/6/2014
"Nifty hits 6350; Tata Power up, AstraZeneca slumps 7%",Thursday,3/6/2014
See positive opening: Ventura Securities,Thursday,3/6/2014
Nifty may open gap up: ICICIdirect.com,Thursday,3/6/2014
"Stay cautious, says Mohit Gaba",Thursday,3/6/2014
Global cues mixed; will Nifty touch all-time high today?,Thursday,3/6/2014
Nifty ends above 6300 on FM booster shots; PSU banks rally,Wednesday,3/5/2014
Bank Nifty up 1.5% post FM meet with PSUs; Tata Power falls,Wednesday,3/5/2014
"Sensex, Nifty gather momentum; Tata Power falls 3%",Wednesday,3/5/2014
"Nifty holds 6300; Bank of Baroda surges 5%, PNB rises 3%",Wednesday,3/5/2014
"Lok Sabha Elections from Apr 7-May 12; Sensex, Nifty quiet",Wednesday,3/5/2014
"Dr Reddy's Labs & Sun Pharma rebound; Sensex, Nifty flat",Wednesday,3/5/2014
"Sensex soars, Nifty above 6300; Bharti Infra up 6%",Wednesday,3/5/2014
Resistance for Nifty at 6320-6350: Way2Wealth.com,Wednesday,3/5/2014
Nifty close to major resistance of 6350: Gaba,Wednesday,3/5/2014
See positive opening: Ventura Securities,Wednesday,3/5/2014
Nifty may open gap up: ICICIdirect.com,Wednesday,3/5/2014
Morning Cues: Nifty to rally further on eased Ukraine woes,Wednesday,3/5/2014
"Putin retreat fires up Sensex, Nifty; metals & banks zoom",Tuesday,3/4/2014
"Sensex ends up 263 pts; Hindalco gains, Dhanlaxmi soars 15%",Tuesday,3/4/2014
Nifty nears 6300 as Ukraine jitters subside; banks soar,Tuesday,3/4/2014
Sensex recoups Monday's losses as Ukraine crisis may ease,Tuesday,3/4/2014
Nifty breaches 6250; Russia Prez orders troop to return,Tuesday,3/4/2014
"Sesa, Tata Power lead gainers; Sensex hovers around 21000",Tuesday,3/4/2014
"Maruti falls 1%, Jubilant Life up 4%; Sensex, Nifty flat",Tuesday,3/4/2014
See flat to positive opening: Ventura Securities,Tuesday,3/4/2014
Nifty may open flat: ICICIdirect.com,Tuesday,3/4/2014
Nifty may fall further: Mohit Gaba,Tuesday,3/4/2014
"Sensex ends below 21000 on Ukraine woes; Sun, BHEL slip 3%",Monday,3/3/2014
"Ukraine crisis drag Sensex 173 pts; ITC, Reliance gain",Monday,3/3/2014
"Nifty breaks 6250; BHEL falls 2%, pharma stocks weak",Monday,3/3/2014
"Sensex down 100 pts, Russian Central Bank ups interest rate",Monday,3/3/2014
"SBI & Reliance gain 1%, autos weak; Nifty still holds 6200",Monday,3/3/2014
"L&T, Dr Reddy's see profit booking; Sensex, Nifty volatile",Monday,3/3/2014
Nifty may trade range-bound between 6240-6330: Magnum,Monday,3/3/2014
Support for Nifty at around 6230-6250: Way2Wealth.com,Monday,3/3/2014
"AstraZeneca up 20%, Tata stocks fall; Nifty, Sensex flat",Monday,3/3/2014
See flat to negative opening: Ventura Securities,Monday,3/3/2014
Nifty may open flat: ICICIdirect.com,Monday,3/3/2014
Ukraine spooks global mkts; Nifty may see weak opening,Monday,3/3/2014
"Week Ahead: Market to eye Feb PMI data, auto sales",Saturday,3/1/2014
"Weekly wrap: Nifty, Sensex rise 2%; global cues to set near term mood",Friday,2/28/2014
"Sensex ends above 21000; NTPC at record low, Hindalco up 7%",Friday,2/28/2014
"Sensex gains 133 pts, Nifty ends above 6250; Hindalco up 7%",Friday,2/28/2014
"Fertilisers in focus, urea fixed cost hiked; Sensex gains",Friday,2/28/2014
Sensex holds 21000; Dr Reddy's Labs hits fresh record high,Friday,2/28/2014
"Sensex gains ahead of Q3 GDP data; HDFC Bank, HUL weak",Friday,2/28/2014
"TCS & Tata Motors up 2-3%, Maruti down 4%; Nifty holds 6250",Friday,2/28/2014
"Above 6225, Nifty may test 6298: Aditya Birla Money",Friday,2/28/2014
Nifty may trade between 6200-6300: Magnum Equity Broking,Friday,2/28/2014
"Sensex hits 21000; Dr Reddy's gains 3%, Maruti slips 3%",Friday,2/28/2014
Nifty may open gap up: ICICIdirect.com,Friday,2/28/2014
See positive opening: Ventura Securities,Friday,2/28/2014
Will Nifty continue its positive momentum today?,Friday,2/28/2014
Modi speech to industry may not stir market: Quantum's Dutt,Thursday,2/27/2014
"Bulls back Sensex for 4th day, Nifty up 2.7% in Feb series",Wednesday,2/26/2014
"Nifty ends Feb F&O series at 6238, Sensex up 134 pt",Wednesday,2/26/2014
"ITC & Dr Reddy's gain, Maruti in focus; Sensex surges",Wednesday,2/26/2014
"Tata Steel, Sesa Sterlite top losers; Nifty holds 6200",Wednesday,2/26/2014
"Tata Power, Maruti, Coal India drag; Nifty, Sensex flat",Wednesday,2/26/2014
"Sensex climbs above 20900; Sun Pharma, SBI, Wipro gainers",Wednesday,2/26/2014
Nifty may trade between 6150-6250: Magnum Equity Broking,Wednesday,2/26/2014
"Nifty holds 6200 on Feb expiry; Hindalco, Tata Power up 1%",Wednesday,2/26/2014
Support for Nifty at 6149: Sharekhan,Wednesday,2/26/2014
See flat to negative opening: Ventura Securities,Wednesday,2/26/2014
Nifty may open flat: ICICIdirect.com,Wednesday,2/26/2014
"See further upside, says Mohit Gaba",Wednesday,2/26/2014
Global markets weak: Will Nifty fall on expiry day?,Wednesday,2/26/2014
Nifty ends at 6200 ahead of Feb F&O expiry; Wipro soars 3%,Tuesday,2/25/2014
"Tata Power sheds 2%, metals drag; Nifty ends at 6200",Tuesday,2/25/2014
"Bajaj Auto, Bharti, Wipro up 2%; Nifty, Sensex rangebound",Tuesday,2/25/2014
"NTPC falls again, GAIL top loser; Nifty hovers around 6200",Tuesday,2/25/2014
"Coal India loses 1%, metals weak; Nifty, Sensex consolidate",Tuesday,2/25/2014
"BHEL extends upmove, Bharti rebounds; Sensex maintains gain",Tuesday,2/25/2014
Support for Nifty at 6128: Sharekhan,Tuesday,2/25/2014
"Nifty hits 6200, Sensex up over 50 pts; Ranbaxy falls 2%",Tuesday,2/25/2014
See positive opening: Ventura Securities,Tuesday,2/25/2014
"Look at stock, sector specific trades: Mohit Gaba",Tuesday,2/25/2014
Nifty may open gap up: ICICIdirect.com,Tuesday,2/25/2014
Global mkts in green; Nifty's party likely to continue,Tuesday,2/25/2014
"Banks, capital goods lift Sensex 111 pts; NTPC loses 11%",Monday,2/24/2014
Sensex closes up 111 pts; Tata Power & Pfizer stars,Monday,2/24/2014
Nifty consolidates ahead of Feb expiry; NTPC tanks 11%,Monday,2/24/2014
"Nifty above 6150 amid volatility; capital goods, banks lead",Monday,2/24/2014
"Axis Bank, L&T up 2%; Nifty struggles at 6150, Sensex flat",Monday,2/24/2014
"NTPC most active on NSE, falls 11%; Nifty consolidates",Monday,2/24/2014
"Sensex, Nifty weak; Tata Power soars 6%, Adani Power up 3%",Monday,2/24/2014
See flat to negative opening: Ventura Securities,Monday,2/24/2014
